Word,V.Mean.Sum,A.Mean.Sum,V.Mean.M,V.Mean.F,A.Mean.M,A.Mean.F,V.Mean.Y,V.Mean.O,A.Mean.Y,A.Mean.O
slumber,6.24,2.73,5.5,6.91,1.71,3.2,6.27,6.2,3.6,2.47
slump,3.95,4.19,3.67,4.33,4.43,04.07,5,3.71,3.3,5
slur,2.89,3.48,3,2.8,3.43,3.6,2.89,2.9,3.5,3.58
slurp,5,4.81,4.67,5.27,5.11,4.58,4.71,5.67,5.5,4.38
slush,4.68,4.16,4.29,4.89,5.29,3.5,4.61,4.74,4.3,4
slut,2.55,5.96,2.4,2.6,6.5,5.36,1.82,3.44,5.81,6.29
slutty,3.5,6.55,4.11,3,7.3,5.92,3.43,3.67,6.88,6.36
sly,3.74,4.76,4.4,3.5,4.4,4.92,4.7,2.67,4.86,4.7
smack,3.95,5.39,4.11,3.8,5.29,5.67,4.44,3.5,4.7,6.25
small,5.76,3.43,4.5,6.29,3.14,3.57,5.62,6,3.33,3.5
smallpox,02.02,4.9,1.94,02.08,05.08,4.81,2.25,1.86,5.4,4.37
smart,7.73,3.81,8.33,7.53,3,4.21,7.71,7.86,3.33,4.17
smartass,5.1,5.45,5.5,5,4.5,5.69,4.88,5.25,6,5
smarten,6.22,3.7,7.4,5.77,4.18,3.11,6.71,5.91,3.67,3.73
smarty,6.36,04.05,6.64,5.88,4.18,4.22,6.3,6.42,3.55,4.6
smash,4.68,5.76,4.64,4.75,5.73,5.89,4.9,4.5,5,6.6
smear,3.84,04.04,4.12,3.64,3.88,4.13,3.78,3.9,3.64,4.42
smell,6.39,5.24,5.5,7.1,5.14,5.29,5.91,7.14,4.78,5.58
smelly,2.68,5.43,3.4,2.47,5.67,5.33,3,2.36,5.43,5.43
smidgen,5.17,3.95,5.62,4.93,5,03.08,5.75,4.55,3.18,4.73
smile,7.89,4.62,6.5,9,5,4.43,7.18,9,5.44,4
smiley,7.58,05.09,7.56,7.6,4.12,5.64,6.86,8,4.9,5.25
smirk,5.32,4.7,5.29,5.33,4.11,5.18,5.8,4.5,4.5,4.83
Smirnoff,6.44,4.45,7.4,06.08,4.82,4,6.57,6.36,4.89,04.09
smite,3.95,5.75,4.12,3.85,6.4,5.53,3.92,4,5.92,5.5
smithereens,4.16,5.14,4.67,04.06,6.12,4.54,3.44,4.8,5.33,5
smock,5.25,3.39,5,5.33,3.4,3.38,5.5,5,4,3
smog,2.56,4.3,2.78,2.33,4,4.47,2.56,2.56,5,3.75
smoke,3.44,5,4.12,2.9,4.43,5.31,4.36,2,5.22,4.82
smoker,3.59,3.79,3.4,3.62,3.5,4,3,4.3,4.2,3.33
smoky,3.73,4.87,4.38,3.23,4,5.5,3.62,3.69,5.56,4.43
smooch,7.35,5.48,7,7.64,6,5,7.36,7.33,6.33,4.93
smooth,6.42,2.76,6.56,6.3,3.29,2.5,6.14,6.58,2.8,2.73
smoothie,7.89,4.35,7.56,8.2,3.14,05.07,8.44,7.4,4.9,04.08
smother,2.68,4.75,4,2.44,4.33,4.93,3,2.33,4.71,4.77
smudge,4.29,3.32,4.2,4.36,2.57,3.67,4.36,4.2,2.4,3.59
smug,3.68,3.5,4,3.62,4.17,3.21,4.3,3,2.57,4
smuggle,3.89,05.09,4.56,3.3,5.38,4.93,5.57,2.92,4.8,5.33
smuggler,3.45,4.62,3,3.75,5.83,4.22,3.92,2.75,5.7,3.86
smut,3.73,5.62,3.44,3.92,5.8,5.5,3.38,3.93,5.23,6
snack,6.53,4.11,6.64,6.38,4.5,4,6.75,6.36,4.14,04.09
snafu,4.6,4.36,5.43,4.15,4.5,4.25,4.82,4.33,4.67,4.15
snag,04.09,4.91,4.62,3.92,4.62,5.23,4.25,4.15,5,4.85
snail,4.52,03.05,5.12,4.2,3.2,2.92,4,05.09,3.45,2.64
snake,04.03,7.24,04.08,3.93,7.71,7,4.47,3.67,7.1,7.36
snakeskin,4.41,4.71,4.43,4.38,4.82,4.89,4.3,4.5,04.09,5.4
snap,4.42,3.42,4.14,4.58,3.22,3.6,4.67,4,3.25,3.55
snapper,4.43,4.81,4.67,4.11,5.29,4.57,4.75,4.35,5.3,4.36
snappy,5.55,05.05,06.07,4.62,5,5,5.1,5.92,4.36,5.8
snapshot,5.84,4.28,6,6,4.1,4.5,5.5,6.25,4,4.42
snare,4.79,4.7,4.71,4.83,5.22,4.27,5,4.62,4.25,5
snarl,2.45,5.85,2,2.77,5.8,5.88,2.38,2.5,06.08,5.62
snatch,4.64,4.77,4.85,4.75,6.25,3.93,4,05.08,4.67,4.85
snatcher,2.95,5.48,2.83,3.11,6,5.21,3.5,2.82,4.7,6.18
snazzy,6.45,5.41,6.2,6.53,6,05.09,6.6,6.3,5.78,5
sneak,4.33,5.45,5,3.83,5.17,5.53,5.22,3.67,5,5.59
sneaker,5.85,3.45,6.43,5.54,3.5,3.42,6,5.67,4.56,2.69
sneaky,3.94,6.22,4,3.92,7,5.92,5.5,2.7,7.29,5.55
sneer,3.3,4.36,2.91,3.67,2.2,4.94,3.8,2.38,3.83,4.89
sneeze,4,4.81,4.67,3.11,4.57,4.93,2.75,4.29,4.3,5.27
snide,3.33,04.09,3.2,3.38,4.75,3.3,2.67,4.22,4.27,3.71
sniff,5.1,4.95,4.73,5.56,5.43,4.67,4.73,5.56,5.18,4.62
snip,4.32,4.74,4.67,4,5,4.8,4.11,4.5,4.6,05.08
sniper,3.5,5.86,4.83,2.83,5.82,5.91,4.27,2.29,6.45,5.27
snippy,3.57,5.8,4.17,3.33,5.12,6.25,3.5,3.6,5.5,6.1
snitch,3.79,5.67,2.8,4.14,6.8,5.23,4.11,3.5,7,4.82
snob,2.53,4.68,2,2.62,4.58,4.9,2.86,2.33,3.86,5.55
snoop,3.45,06.05,4,3.21,5.75,6.25,4,3.21,5.9,6.2
snoopy,6.11,05.05,5.6,6.15,4,5.47,5.43,6.36,4.71,5.21
snooty,03.05,4.65,2.33,2.87,4.2,5.1,2.5,2.92,4.14,4.92
snooze,6.36,4,5.88,6.46,4.75,3.43,6.75,5.92,4.67,3.57
snore,3,3.71,3.67,2.88,4,3.6,3.1,2.89,2.29,4.43
snorkel,6,4.28,6.2,5.93,3.8,4.46,6.5,5.5,5,3.82
snort,4.55,4.19,4.14,5.25,05.09,3.44,4.1,4.92,3.45,5
snot,3.55,4.14,3.56,3.55,3.6,4.44,4,2.5,3.83,4.78
snotty,2.85,4.52,3.62,2.33,4.33,4.79,3.5,2.42,3.4,4.88
snout,4.48,3.39,5,04.08,04.09,2.75,4,4.69,4.18,2.67
snow,6.78,4.57,6.21,7.13,4.94,4.35,6.57,07.06,5.13,3.89
snowball,6.86,4.3,6.82,6.9,4.91,3.75,6.7,7,5,3.67
snowboard,05.09,4.95,5.75,4.73,5.8,4.25,5.33,4.82,4.27,5.64
snowboarder,5.9,4.71,6,5.88,3.25,05.06,6.12,5.75,4.9,4.55
snowfall,6.35,4.44,6.6,6.27,5.33,4,6.7,6,4.6,4.25
snowflake,7.19,3.55,7.5,07.07,4.38,3,7.83,6.93,4.8,2.3
snowman,7,3.76,7.36,6.14,5,3.14,7,7,3.33,04.08
snowplow,05.05,3.39,6.6,4.53,3.8,3.23,5.1,5,4.29,2.82
snowstorm,3.55,5.85,3.73,3.33,6.57,5.46,2.75,3.75,6.1,5.6
snowy,6.59,3.96,7.22,6.15,2.7,4.75,6.12,6.86,4.31,3.62
snub,3.23,3.86,3.38,3.14,4.1,3.64,3.92,2.4,3.5,4.18
snuff,3.58,3.65,3.62,3.5,4.2,3.47,4.11,3.1,5,2.92
snug,5.63,3.25,5.5,5.73,2.67,3.6,5.22,6,3.58,2.92
snuggle,7.63,5.54,8.67,7.44,5.81,5.35,8.22,7.1,5.37,5.7
soak,06.05,3,5.38,6.46,3,3,5.83,6.33,3.3,2.77
soap,7.1,2.62,7.5,7,2.5,2.65,6.88,7.25,2.9,2.36
soapbox,4.9,4.22,5.2,4.8,5,3.83,5.2,4.6,4.6,3.75
soapy,5.27,4.27,6.22,4.62,4.4,4.19,5.88,4.93,4.62,3.92
soar,6.6,5.14,6.44,6.73,4.2,5.31,6.93,5.83,4.17,6.22
sob,2.65,4.89,2.6,2.67,5.2,4.77,3,2.3,5.29,4.64
sober,5.95,4.32,6,5.92,4.58,4,6.12,6,5.23,3
sobriety,6,3.8,5.67,6.13,3.38,04.08,6.33,5.87,3.5,4.1
soccer,5.84,4.68,6.22,5.5,4.38,4.86,5.71,5.92,4.4,4.92
sociable,6.43,4.35,6.5,6.36,4.55,4.17,6.36,6.5,4.36,4.33
social,06.08,5.16,6.19,6,5.5,4.96,6.62,5.2,5.91,4.3
socialism,4,4.68,2.5,4.69,5.42,3.8,4.6,3.33,6.67,3.31
socialist,4.11,4.44,4.4,4,5.44,3.44,4.71,3.73,3.44,5.44
socialite,4.95,4.24,4.82,5.12,4.25,4.23,5.12,4.82,4.29,4.2
socialize,5.95,5.1,7,5.76,4.86,5.31,6.14,5.85,5.57,4.92
society,5.24,4.55,5.38,5,4.14,4.77,05.08,5.44,4.33,4.73
sociology,4.6,3.82,4.2,4.73,4.27,3.36,4.27,5,04.07,3.29
sociopath,2.44,6.43,3.33,2.27,5.83,6.67,2.8,2,6.86,6.21
sock,4.43,03.09,3,4.88,3.83,2.27,4.17,4.78,3.44,2.29
socket,4.45,04.04,5.5,04.08,4.25,3.86,4.88,4.46,4,04.07
sod,4.85,2.14,4.5,4.94,3,1.94,4.5,05.08,1.9,2.36
soda,5.47,4.77,4.17,06.08,5.58,3.8,5.2,5.78,5.89,4
soda/pop,6.65,4.95,7.29,6.31,4.5,5.33,6.27,7.11,5.78,4.38
sodium,4.17,3.73,3.33,4.58,4.25,3.1,4.3,4,4.33,3.31
sofa,6.26,2.9,6,6.31,3,2.87,6.3,6.22,2.71,3
soft,7.13,03.04,6.57,7.46,4.25,2.43,7.14,7.12,3.44,2.78
softball,5.53,4.1,4,5.81,4.67,3.87,5.1,6,3.29,4.5
soften,6.57,2.96,6.36,6.8,3.73,2.25,6.8,6.36,3.82,2.17
softener,6.14,2.35,5.73,6.6,2.36,2.33,6.8,5.55,2.27,2.42
softness,6.75,05.06,5.8,07.07,5,05.08,7,6.5,6.71,4
software,6.37,3.83,6,6.7,4.14,3.8,6.44,6.3,3.7,04.08
soggy,3.47,3.65,3.85,2.67,3.8,3.6,3.56,3.4,4.29,3.31
soil,5.21,2.76,5.64,5,4,2.14,5,5.36,2.33,03.08
soiree,6.38,3.85,5.83,6.6,3.12,4.33,5.67,6.67,3.6,4.1
solace,6.37,4.35,6.11,6.6,4.43,4.33,6.78,6,4.9,3.92
solar,6,3.87,06.09,5.92,4.18,3.58,5.62,6.2,3.36,4.33
solarium,6.1,5.2,6.18,6,5.14,5.23,5.82,6.44,6.18,4
soldier,5.45,5.9,4.92,6.22,7.29,5.15,6.17,4.6,6.56,5.36
sole,4.9,3.78,05.09,4.7,4.45,3.17,4.6,5.18,4,3.58
solemn,4.66,2.9,05.07,4.44,3.75,2.38,4.96,4.28,2.56,3.17
solicit,3.59,4.68,3.4,3.81,5.38,4.18,3.67,3.5,5.3,4
solicitation,4.2,4.43,3.33,4.35,5.43,4.15,3.71,4.46,5,4.38
solicitor,3.32,4,3.5,3,4.45,3.33,3.3,3.33,3.27,4.8
solid,5.65,2.36,5,6.18,2.14,2.47,5.1,6.2,2.6,2.29
solidarity,5.71,4,5.88,5.62,3.77,4.25,6.75,5.33,4.43,3.45
solitaire,5.62,3.65,5.5,5.42,3.88,3.5,4.88,5.83,4.44,3.14
solitary,4.65,2.96,4,05.08,2.83,3,04.09,5.33,2.8,03.07
solitude,4.76,3.18,3.5,5.25,3.43,2.93,3.38,5.33,2.89,3.38
solo,5.91,4.12,6.56,5.46,2.9,4.88,6.38,5.64,4.31,3.92
solution,6.3,4.29,6.11,6.45,3.75,4.31,6.29,6.33,3.92,4.62
solve,6.3,4.35,6,6.4,4.83,3.82,6.18,6.44,3.94,5.29
solvent,4.79,2.77,5.45,4.29,3.12,2.57,4.88,4.73,2.56,2.92
somersault,6.37,4.73,6.44,6.3,4,4.88,6.57,5.8,4,5.56
son,6.91,4.43,6.67,07.07,4.29,4.5,6.64,7.57,3,5.5
sonar,5.32,4.11,5.8,5.19,4.38,3.91,5.75,4.8,3.8,4.44
song,7.59,4.6,7.46,7.64,4.76,4.46,08.07,7.31,4.79,4.32
songwriter,6.25,4.43,6.22,6.27,5.55,3.42,6.29,6.17,4.89,4.14
sonic,5.32,4.82,5.88,5,5.3,4.42,5.64,5,4.45,5.18
sonnet,5.86,3.33,5.71,6.12,3.18,3.78,5.8,5.92,03.09,3.6
soot,5.19,4.65,6,4.69,5.8,4.27,5.46,4.75,5,4.12
soothe,6.63,3.91,6,7,3.57,4,7,6.75,5,3
soothing,07.05,1.91,6.22,7.67,1.17,2.13,6.22,7.67,3,1.59
sophisticated,6.32,5.13,5.25,07.09,4.78,5.36,6.67,6,05.08,5.18
sophistication,6.71,5.8,7.62,6.15,5.2,6,7.23,5.88,6.25,5.12
sophomore,5,3.81,5.22,4.85,3.5,4,4.75,5.14,4.15,3.46
soprano,4.95,4.62,5.14,4.57,4.18,5.56,4.8,05.09,4.64,4.6
sorcerer,5.76,4.73,6,5.55,4.43,4.87,06.09,5.4,3.4,5.12
sorcery,5.14,4.33,5.12,5.15,5.83,3.83,5.25,5,5.4,3.57
sordid,3.38,3.87,3.56,3.25,4.45,3.33,3.86,03.08,3.73,4
sore,2.8,04.06,2.4,2.93,5,3.69,3.1,2.5,4.43,3.82
sorority,4.95,4.28,5.8,4.67,5.33,3.75,4.8,5.1,5.1,3.25
sorrow,2.95,3.55,3.89,2.25,3.17,3.67,3.78,2.33,3.8,3.47
sorrowful,3.43,3.64,4.44,2.67,4.33,3.44,3.81,2.2,3.64,3.7
sorry,4.81,4.62,5,4.8,5,4.43,4.85,4.86,5.44,4
soul,6.61,4.3,5.12,7.8,5.43,3.69,5.82,7.86,4.56,04.09
soulful,7.1,5.68,7.36,6.78,6.33,5.38,7,7.22,5.1,6.33
soulless,2.71,4.76,3.33,1.89,5.43,4.43,1.5,3,4.2,5.27
sound,6.45,4.14,6.5,6.47,4.57,3.93,6.36,6.71,3.67,4.5
soundproof,5.77,2.9,6,5.38,3.55,2.33,5.4,06.08,03.09,2.7
soundtrack,6,4.26,4.89,6.83,4.55,4,4.86,6.38,05.09,3.5
soup,07.05,4.24,7.25,6.92,5,3.42,7.5,6.92,4.86,3.45
sour,3.95,4.95,4.67,3.81,4.38,5.29,4.9,2.89,4.3,5.5
source,5.48,4.5,5.69,5.12,5.14,4.15,5.33,5.67,5.22,3.91
sourpuss,3.2,3.83,3.14,3.23,3.38,4.2,3.3,3,3.12,4.4
south,6.11,3.48,5.88,6.3,3.86,3.29,6,6.29,4.11,3
southbound,5.14,3.67,5,5.38,4.18,3.22,5.1,5.17,3.36,4
southeast,5.8,3.6,5.73,5.89,4.14,3.31,6.27,5.22,3.55,3.67
southern,5.67,03.09,5.33,5.92,4,2.25,4.57,6.23,3.36,2.83
southpaw,5.32,3.48,6.67,05.06,4.33,3.13,5.5,5.11,2.57,3.93
southwest,5.8,2.52,6.75,5.56,3.75,2.24,6.38,5.42,2.6,2.45
souvenir,6.89,5.13,6.44,7.33,5.57,4.93,7.11,6.67,4.8,5.42
sovereign,4.96,3.68,5.56,4.6,3.5,3.83,05.09,4.85,3.82,3.55
sovereignty,4.89,4.67,4.5,5.18,4.56,4.73,4.56,5.2,04.08,5.25
soviet,4.1,3.43,4.67,4,4.14,3.23,3.71,4.31,3.71,3.46
sow,5.11,3.71,5,5.12,4.38,3.31,5.22,5,3.78,3.67
soy,4.79,3.29,4.33,4.88,3.25,3.31,5.56,4.1,3.11,3.42
soy sauce,6.81,4,7.5,6.38,4.2,3.93,7,6.5,4.17,3.75
soybean,5.43,3.3,5.36,5.5,3.36,3.25,5.4,5.45,3.55,03.08
spa,7.38,3.75,6.5,7.92,4.17,3.61,07.08,7.78,4.3,3.36
space,6.89,3.6,07.07,6.79,4.35,3.22,7.19,6.53,3.57,3.62
spacecraft,5.58,6.27,4.33,6.15,7.25,5.1,5.4,5.78,6.78,5.92
spaceman,6.14,3.7,6.55,5.7,4.27,3.17,6.1,6.18,4.27,3.17
spaceship,5.61,6,6.38,5.2,5.8,6.18,5.75,5.45,6,6
spacing,5.21,3.19,5.33,5.19,3.5,03.07,5.3,5.11,3,3.29
spacious,6.33,3.7,6.27,6.4,3.91,3.5,6.4,6.27,4.18,3.25
spade,5.48,3.74,5.45,5.5,4.64,2.92,5.8,5.18,4.82,2.75
spaghetti,6.91,04.04,7.33,6.62,2.6,5,6.25,7.29,3.92,4.17
spam,3.1,3.83,2.2,3.4,4.33,3.58,3.1,3.1,4.1,3.5
span,5.74,3.1,6.15,4.83,4,2.8,6.11,5.4,4.71,2.23
spandex,4.6,4.17,6,4.13,4.33,04.08,5,4.2,4.1,4.25
spaniel,5.67,4.15,5.17,5.87,4.12,4.17,4.5,6.13,4.7,3.6
spank,3.76,5.91,4.44,3.25,6.45,5.42,4.86,3.23,6.73,5.17
spanking,3,5.98,2.6,3.13,5.93,6,3.7,2.3,5.45,6.42
spar,5.43,3.36,5.6,5.27,2.29,3.87,5.91,4.9,2.4,3.65
spare,5.57,4.45,5.69,5.38,5.43,3.92,5.58,5.56,4.89,04.09
spareribs,6.14,5.43,5.6,6.31,6.42,4.36,5.75,6.67,5.44,5.43
spark,06.05,5.83,5.2,6.31,06.08,5.55,5.75,6.44,5.56,6.43
sparkle,7.1,4.74,6.71,7.31,4.75,4.73,6.8,7.56,5,4.55
sparkling,6.47,4.91,5.67,7.2,4.55,5.25,6.21,7.2,4.67,05.07
sparkly,6.7,6.55,07.09,6.22,6.29,6.69,6.36,7.11,6.36,6.78
sparrow,6.58,3.78,6,7.1,3.57,3.93,6.78,6.4,4.7,03.08
spasm,3.17,5.24,3.67,03.07,5.62,5,2.75,3.5,5.56,5
spastic,3.95,05.05,3.5,4.15,4.25,6,4.1,3.78,4.78,5.23
spatial,4.73,3.38,5,4.54,2.7,3.81,5.38,4.36,3.92,2.85
spatter,4.1,3.4,3.56,4.55,3.67,3.44,3.75,5.5,2.86,4.4
spatula,5.14,2.86,5.21,5,03.09,2.78,4.56,5.58,2.64,3.1
spawn,4.85,4,4.9,4.8,3.62,4.25,5,4.73,4.33,3.5
speak,5.91,4.19,6,5.87,3.57,4.5,5.57,6.57,3.67,4.58
speakeasy,5.89,5.3,6.38,4.83,6.2,5,5.67,6.1,4.71,5.62
speaker,5.32,4.35,5.5,05.08,4.25,4.5,5.5,05.08,4.44,4.29
speakerphone,5,3.18,4.4,5.55,2.43,3.53,5.45,4.5,2.8,3.29
spear,4.43,4.7,5,4.25,5.58,3.73,3.67,5.44,4.94,4.14
spec,4.5,3.87,4.75,4.62,4.12,3.64,5.12,4.38,4.11,3.71
special,7.5,3.48,5.83,8.2,3.71,3.36,7.21,8.14,3.33,3.58
specialist,5.52,4.27,5.88,5.31,4.6,4,5.4,5.64,4.45,04.09
specialize,6.23,4.77,6.67,5.92,4,5.25,5.88,6.43,5.54,4
specialty,5.48,3.7,6.12,05.08,5.33,3.12,5.42,5.56,4,3.46
species,5.26,3.73,5.18,5.29,4.12,3.5,5.38,5.18,3.22,04.08
specific,5.48,2.55,5.2,5.73,2.14,2.73,5.45,5.5,2.6,2.53
specify,5.53,3.64,5.45,5.14,5.12,2.79,5.38,5.64,3.78,3.54
specimen,4.4,3.24,4.12,4.58,2.83,3.44,4.2,5,3.43,3.1
speck,4.33,3.95,4.83,4.13,4.25,3.75,4.44,4.25,4,3.91
speckled,5.78,4.45,5.78,5.78,5,4.14,5.29,06.09,4.7,4.25
specs,5.16,2.95,5.71,4.83,3.56,2.45,4.89,5.44,3.38,2.67
spectacle,5.61,4.4,5.6,5.62,04.09,4.78,6.57,5,3,5.55
spectacular,7.5,6.65,7.45,7.56,7,6.46,7.36,7.67,5.91,7.56
spectator,5.58,3.44,5.73,5.38,3.5,3.43,6.12,5.18,4.43,2.82
spectral,5.53,4.95,5.89,5.2,5.14,4.92,6.33,4.8,5,5
spectrum,6.65,03.05,6,7,03.09,3,6.7,6.57,3.27,2.82
speculate,5.63,4.53,5.85,5.17,4.2,4.64,5.89,5.4,5,4.31
speculation,4.67,4.75,5,4.53,4.88,4.67,4.5,4.73,5,4.5
speech,5.62,4.1,5.69,5.5,4.86,3.69,5.58,5.67,4.22,4
speechless,4.53,3.45,3.67,4.53,3.5,3.4,4,4.58,3.86,3.23
speed,6.71,6.8,6.23,7.5,7,6.69,6.5,7,6.78,6.82
speedboat,7,5.65,6.8,07.07,7,5.23,7.3,6.7,6.67,05.09
speeding,3.68,6.14,4.33,3.1,5.62,6.43,5.14,2.83,5,07.08
speedway,06.05,5.38,6.67,5.62,5.6,5.25,6.25,5.93,5.69,05.08
speedy,5.9,5.1,6.67,5.76,6,4.85,6.29,5.69,6,4.85
spell,6.18,4.15,5.92,6.56,4.43,4,5.25,7.3,4.33,4
spelling,5.75,3.62,6.2,5.3,3.5,3.69,5.44,6,4.15,2.75
spend,5.91,4.48,5.83,06.07,3.71,4.86,6,6,4.56,4.42
spender,5.38,4.43,4.57,5.54,3.88,4.71,4.25,5.83,3.56,5
sperm,5.47,4.86,6.18,5,5.29,4.64,4,6.55,4.12,5.31
spew,3.37,5,4,3.25,5.88,4.46,3,3.7,5.11,4.92
sphere,6.21,4,6,6.13,3.83,04.07,5.5,6.42,3.57,4.21
sphincter,4.37,4,3.17,4.92,3.73,4.27,5,3.5,4,4
sphinx,06.05,4.9,5.36,6.89,4.29,5.23,6.73,5.22,5.64,4
spic,3.37,4.57,4.14,2.92,4.5,4.64,3.2,3.56,4,5
spice,6.55,04.06,6.8,6.47,4.67,3.75,6.5,6.6,4.7,3.25
spicy,6.32,6.63,6.2,6.38,7.62,5.91,5.67,7.1,6,7.33
spider,3.35,6.91,2.8,3.53,7.33,6.4,3.5,3.2,7.78,6.31
spiffy,6.35,4.5,7,6,5,4.33,6.91,5.67,4.9,4.21
spike,4.23,5.35,4.88,3.77,6.5,4.79,4,4.31,5.78,05.07
spill,3.63,3.74,3.33,3.87,3.22,4.2,4.5,3.42,3,4.17
spin,4.9,3.68,4.6,5.18,2.29,4.33,5,4.8,2.6,4
spinach,5.81,3.43,6.18,5.4,3.73,3.17,5.2,6.36,3.82,03.08
spinal,3.78,4.35,4,3.69,05.09,3.44,4.43,3.36,3.33,5.18
spindle,4.44,3.55,4.2,4.54,3.67,3.4,4.33,4.56,3.78,3.38
spine,5.33,3.14,4.6,6,2.71,3.36,5.55,5.1,2.4,3.38
spineless,2.95,4.57,2.33,3.45,3.91,5.17,2.79,3.33,3.44,5.29
spinner,4.58,4.55,3.83,4.92,4.83,4.2,4.7,4.44,5.44,3.92
spinster,4.14,4,3.6,4.25,3.75,4.18,4,4.3,4.5,3.44
spiral,6.4,5,6.45,6.33,4.83,05.08,06.09,6.78,5.45,4.38
spirit,7,05.03,6.77,7.24,6,4.54,6.77,7.24,5.35,4.77
spirited,7.57,5.21,7.5,7.62,5.46,4.91,7.88,7.42,5.21,5.2
spiritual,5.82,4.82,5.5,6,4.4,5.17,05.09,6.55,5,4.64
spirituality,7.26,3.1,7.4,7.15,3.83,2.79,7.14,7.27,4.14,2.54
spit,3,3.57,3,3,4.5,3.35,2.88,03.08,3.4,3.73
spiteful,2.89,4.71,2.67,2.94,4.88,4.62,3,2.8,4.33,5
spitfire,5.18,5.42,5.44,5,5.3,5.5,5.25,5.14,6.15,4.69
spittoon,3.39,3.95,3.6,3.31,4.55,3.12,4,3,3.38,4.36
splash,6.53,4.8,6.85,5.83,6,4.4,7.22,5.9,6.57,3.85
splat,3.79,5,3.5,3.92,4.58,5.5,4.2,3.33,5.56,4.62
splatter,4.57,5.37,4.88,4.38,6.6,4.93,4.77,4.25,5.73,4.88
spleen,4.47,3.55,5.14,04.08,3.6,3.5,4.27,4.75,3.67,3.46
splendid,7.62,3.86,7.64,7.6,3.7,4,7.6,7.64,4.2,3.58
splendor,6.95,4,6.5,7.25,3.44,4.36,7.44,6.55,04.08,3.91
splice,4.74,3.67,4.91,4.5,5,3.29,4.5,4.91,3.71,3.64
splint,3.58,3.25,2.67,3.8,3.2,3.3,4.5,3.17,3.71,3
splinter,3.15,4.5,4,2.69,4.4,4.58,2.64,3.78,5.11,04.08
split,4.5,5.55,4.77,4.11,6.57,5,5,3.9,5.67,5.45
spoil,2.83,04.09,2.5,3,3.82,4.36,2.9,2.75,3.64,4.55
spoils,3.42,4.76,4.67,3.19,4.62,4.85,2.78,4,4.67,4.83
spokesman,4.9,2.9,4.67,4.94,3.14,2.69,4.86,4.92,3.29,2.62
spokesperson,4.95,3.95,4.5,5.13,4.12,3.83,4.33,5.2,4.2,3.7
sponge,5.45,4.25,5.36,5.56,4.29,4.23,5.73,5.11,05.09,3.22
sponsor,5.3,04.05,5.57,5.15,4.2,3.92,5.27,5.33,4.11,4
sponsorship,5.71,4.95,5.5,5.81,6.75,3.75,6.43,5.41,5.4,4.5
spontaneity,6.45,5.57,6.33,6.47,6.43,5.46,5.14,7.15,5.57,5.92
spontaneous,6.63,5.71,6.33,6.69,5.75,5.69,6.56,6.7,6.22,5.33
spook,3.7,5.14,3.33,4,3.6,5.44,3.43,4.33,4.67,5.44
spooky,4.4,6,4.29,4.46,6,6,4,4.89,5.44,6.38
spool,5.71,3.37,5.88,5.62,3.25,3.4,5.62,5.88,04.09,2.38
spoon,5.9,3.79,6.17,5.8,5,2.91,6.33,5.58,4.78,2.9
spoonful,5.29,2.62,5.25,5.31,4.33,02.06,4.83,5.89,3.2,2.21
sport,6.95,4.7,6.92,7,5.86,04.08,07.08,6.8,4.67,4.73
sporting,6.24,4.4,5.67,6.67,4,4.56,6.19,6.4,4.14,4.8
sports car,6.67,4.86,7.27,6,5.3,4.5,6.3,7,5,4.75
sportsman,5.89,4.85,6.44,5.33,7,3.69,5.4,6.5,4.45,5.33
sportsmanship,6.3,5.14,7,5.73,5.9,4.5,6.36,6.17,5.88,4.71
sportswriter,5.71,4.42,6.5,5.23,5.31,3.36,5.5,06.08,5.29,3.2
sporty,5.78,4.55,7.6,05.08,4.45,4.67,5.57,5.91,4.67,4.45
spot,5.12,2.95,4.88,5.33,2.57,3.14,5,5.33,2,3.67
spotless,06.05,3.5,5.73,6.14,4.25,03.07,5.62,6.36,3.22,3.69
spotlight,5.74,4.95,6,5.69,4.83,5,5.57,5.91,5,4.93
spotter,5.37,3,7,05.06,4.25,2.69,5.62,5.18,3.22,2.82
spotty,4.29,4,3.88,4.54,4.46,3.5,4.25,4.33,4.43,3.45
spousal,6,4.42,6.56,5.62,4,4.69,6.25,5.86,05.08,3.77
spouse,7.44,5.76,7.64,7.45,5.5,5.92,7.71,7.18,6,5.58
spout,5.29,3.14,5.5,05.09,2.43,3.47,5.73,4.8,2.4,3.35
sprain,3.11,3.85,2.6,3.31,4.55,3,3.29,3,2.67,4.82
spray,05.06,4,4.33,5.2,4.44,3.72,5.33,4.78,4.17,3.78
spread,5.57,4.15,5.77,5.25,5.43,3.46,5.58,5.56,4.67,3.73
spreader,4.17,3.71,4,4.3,2.6,4.2,4.23,4,3.45,4.22
spree,5.95,5,5.62,6.18,4.89,05.07,5.78,6.1,4.67,5.33
spring,7.64,5.5,7.33,7.79,5.83,5.33,7.77,7.5,5.8,5.12
springtime,7.64,4.38,8,7.38,4.1,4.56,7.38,7.79,4.85,3.92
sprinkle,6.72,3.55,7,6.62,3.18,4,6.43,6.91,3.67,3.45
sprinkler,5.86,3.29,5.83,5.89,4,2.93,6.75,5.65,3.9,2.73
sprint,5.67,5.9,6.25,5.31,6.2,5.8,6,5.12,6.83,4.5
